Commune,Average registered price per squared meter in €,MinPriceSMuc,MaxPriceSMuc,Year
Hesperange,6158.815,5031,7822,2015
Hobscheid,5589.387,3683,7772,2015
Junglinster,5589.387,3683,7772,2015
Kaerjeng,5589.387,3683,7772,2015
Kayl,4424.113,3389,5196,2015
Kehlen,5484.042,4180,6467,2015
Kiischpelt,5589.387,3683,7772,2015
Koerich,5589.387,3683,7772,2015
Kopstal,5589.387,3683,7772,2015
Lac de la Haute-Sûre,5589.387,3683,7772,2015
Larochette,5589.387,3683,7772,2015
Lenningen,5589.387,3683,7772,2015
Leudelange,5589.387,3683,7772,2015
Lintgen,4947.765,4027,5705,2015
Lorentzweiler,5567.105,4009,6963,2015
Luxembourg City,6834.179,5507,8575,2015
Mamer,6002.441,4965,6767,2015
Manternach,5589.387,3683,7772,2015
Mersch,5240.166,3403,5981,2015
Mertert,5589.387,3683,7772,2015
Mertzig,5641.492,5271,6313,2015
Mompach,5589.387,3683,7772,2015
Mondercange,5589.387,3683,7772,2015
Mondorf-les-Bains,5450.366,4858,6137,2015
Niederanven,5589.387,3683,7772,2015
Nommern,5589.387,3683,7772,2015
Parc Hosingen,5589.387,3683,7772,2015
Petange,4295.478,3339,5294,2015
Preizerdaul,5589.387,3683,7772,2015
Putscheid,5589.387,3683,7772,2015
Rambrouch,5589.387,3683,7772,2015
Reckange-sur-Mess,5589.387,3683,7772,2015
Redange,5589.387,3683,7772,2015
Reisdorf,5589.387,3683,7772,2015
Remich,5589.387,3683,7772,2015
Roeser,5471.505,5102,5892,2015
Rosport,5589.387,3683,7772,2015
Rumelange,4495.517,3797,6230,2015
Saeul,5589.387,3683,7772,2015
Sandweiler,5589.387,3683,7772,2015
Sanem,4809.549,4095,6369,2015
Schengen,5589.387,3683,7772,2015
Schieren,5589.387,3683,7772,2015
Schifflange,4872.272,4179,5792,2015
Schuttrange,5589.387,3683,7772,2015
Septfontaines,5589.387,3683,7772,2015
Stadtbredimus,5589.387,3683,7772,2015
Steinfort,5589.387,3683,7772,2015
Steinsel,5589.387,3683,7772,2015
Strassen,7198.045,5902,8854,2015
Tandel,5589.387,3683,7772,2015
Troisvierges,5589.387,3683,7772,2015
Tuntange,4485.012,3366,5057,2015
Useldange,5589.387,3683,7772,2015
Vallée de l'Ernz,5589.387,3683,7772,2015
Vianden,5589.387,3683,7772,2015
Vichten,5589.387,3683,7772,2015
Wahl,5589.387,3683,7772,2015
Waldbillig,5589.387,3683,7772,2015
Waldbredimus,5589.387,3683,7772,2015
Walferdange,6329.018,5838,6716,2015
Weiler-la-Tour,5589.387,3683,7772,2015
Weiswampach,5589.387,3683,7772,2015
Wiltz,3994.072,3851,4208,2015
Wincrange,5589.387,3683,7772,2015
Winseler,5589.387,3683,7772,2015
Wormeldange,5589.387,3683,7772,2015
National Average,5589.387,3683,7772,2015
Beaufort,6050.853,3852,8995,2016
Bech,6050.853,3852,8995,2016
Beckerich,6050.853,3852,8995,2016
Berdorf,6050.853,3852,8995,2016
Bertrange,7137.38,5608,8391,2016
Bettembourg,5277.509,4821,6274,2016
Bettendorf,6050.853,3852,8995,2016
Betzdorf,6050.853,3852,8995,2016
Bissen,4350.652,3365,4897,2016
Biwer,6050.853,3852,8995,2016
Boevange-sur-Attert,6050.853,3852,8995,2016
Boulaide,6050.853,3852,8995,2016
Bourscheid,6050.853,3852,8995,2016
Bous,6050.853,3852,8995,2016
Clervaux,3782.996,3357,4365,2016
Colmar-Berg,6050.853,3852,8995,2016
Consdorf,6050.853,3852,8995,2016
Contern,6050.853,3852,8995,2016
Dalheim,6050.853,3852,8995,2016
Diekirch,5306.704,4013,6193,2016
Differdange,4511.167,3550,5427,2016
Dippach,5103.933,4605,6291,2016
Dudelange,5250.11,4399,6085,2016
Echternach,5027.275,4298,5620,2016
Ell,6050.853,3852,8995,2016
Erpeldange,6050.853,3852,8995,2016
Esch-sur-Alzette,5668.348,4540,6938,2016
Esch-sur-Sûre,3874.158,3450,4068,2016
Ettelbruck,5421.796,4773,6137,2016
Feulen,6050.853,3852,8995,2016
Fischbach,6050.853,3852,8995,2016
Flaxweiler,6050.853,3852,8995,2016
Frisange,6050.853,3852,8995,2016
Garnich,6050.853,3852,8995,2016
Goesdorf,6050.853,3852,8995,2016
Grevenmacher,6050.853,3852,8995,2016
Grosbous,6050.853,3852,8995,2016
Heffingen,6050.853,3852,8995,2016
Hesperange,7180.511,6405,8942,2016
Hobscheid,4844.272,4391,5568,2016
Junglinster,5773.864,5143,6874,2016
Kaerjeng,6050.853,3852,8995,2016
Kayl,4892.944,3859,5913,2016
Kehlen,5441.239,4930,6125,2016
Kiischpelt,6050.853,3852,8995,2016
Koerich,6050.853,3852,8995,2016
Kopstal,6050.853,3852,8995,2016
Lac de la Haute-Sûre,6050.853,3852,8995,2016
Larochette,6050.853,3852,8995,2016
Lenningen,6050.853,3852,8995,2016
Leudelange,6050.853,3852,8995,2016
Lintgen,5281.483,4891,6088,2016
Lorentzweiler,5632.58,4427,7345,2016
Luxembourg City,7586.524,5965,9666,2016
Mamer,5949.236,5101,7011,2016
Manternach,6050.853,3852,8995,2016
Mersch,4984.231,3586,6043,2016
Mertert,6050.853,3852,8995,2016
Mertzig,6050.853,3852,8995,2016
Mompach,6050.853,3852,8995,2016
Mondercange,6050.853,3852,8995,2016
Mondorf-les-Bains,5719.169,5299,6521,2016
Niederanven,6050.853,3852,8995,2016
Nommern,6050.853,3852,8995,2016
Parc Hosingen,6050.853,3852,8995,2016
Petange,4382.021,3527,5488,2016
Preizerdaul,6050.853,3852,8995,2016
Putscheid,6050.853,3852,8995,2016
Rambrouch,6050.853,3852,8995,2016
Reckange-sur-Mess,6050.853,3852,8995,2016
Redange,6050.853,3852,8995,2016
Reisdorf,6050.853,3852,8995,2016
Remich,6050.853,3852,8995,2016
Roeser,6050.853,3852,8995,2016
Rosport,6050.853,3852,8995,2016
Rumelange,6050.853,3852,8995,2016
Saeul,6050.853,3852,8995,2016
Sandweiler,6050.853,3852,8995,2016
Sanem,5155.427,4621,5713,2016
Schengen,6050.853,3852,8995,2016
Schieren,6050.853,3852,8995,2016
Schifflange,5136.079,4082,5954,2016
Schuttrange,6050.853,3852,8995,2016
Septfontaines,6050.853,3852,8995,2016
Stadtbredimus,6050.853,3852,8995,2016
Steinfort,6050.853,3852,8995,2016
Steinsel,6050.853,3852,8995,2016
Strassen,7690.357,6698,8804,2016
Tandel,6050.853,3852,8995,2016
Troisvierges,6050.853,3852,8995,2016
Tuntange,6050.853,3852,8995,2016
Useldange,6050.853,3852,8995,2016
Vallée de l'Ernz,6050.853,3852,8995,2016
Vianden,6050.853,3852,8995,2016
Vichten,6050.853,3852,8995,2016
Wahl,6050.853,3852,8995,2016
Waldbillig,6050.853,3852,8995,2016
Waldbredimus,6050.853,3852,8995,2016
Walferdange,6050.853,3852,8995,2016
Weiler-la-Tour,6050.853,3852,8995,2016
Weiswampach,4037.083,3532,4646,2016
Wiltz,4171.099,3778,4718,2016
Wincrange,6050.853,3852,8995,2016
Winseler,6050.853,3852,8995,2016
Wormeldange,6050.853,3852,8995,2016
National Average,6050.853,3852,8995,2016
Beaufort,6351.156,3921,9691,2017
Bech,6351.156,3921,9691,2017
Beckerich,4241.446,2695,5582,2017
Berdorf,6351.156,3921,9691,2017
Bertrange,7756.172,6405,9317,2017
Bettembourg,5557.087,4005,6590,2017
Bettendorf,6351.156,3921,9691,2017
Betzdorf,6351.156,3921,9691,2017
Bissen,6351.156,3921,9691,2017
Biwer,6351.156,3921,9691,2017
Boevange-sur-Attert,4651.555,3304,5946,2017
Boulaide,6351.156,3921,9691,2017
Bourscheid,6351.156,3921,9691,2017
Bous,6351.156,3921,9691,2017
Clervaux,3804.116,2963,4800,2017
Colmar-Berg,6351.156,3921,9691,2017
Consdorf,4759.209,4193,5280,2017
Contern,6351.156,3921,9691,2017
Dalheim,6351.156,3921,9691,2017
Diekirch,5865.133,5320,6418,2017
Differdange,4867.549,4224,5602,2017
Dippach,5657.15,4829,6589,2017
Dudelange,5291.549,4570,6341,2017
Echternach,6351.156,3921,9691,2017
Ell,4726.94,3036,5548,2017
Erpeldange,6351.156,3921,9691,2017
Esch-sur-Alzette,5345.714,4243,6579,2017
Esch-sur-Sûre,4170.041,3174,5439,2017
Ettelbruck,5412.908,4451,6135,2017
Feulen,6351.156,3921,9691,2017
Fischbach,6351.156,3921,9691,2017
Flaxweiler,6351.156,3921,9691,2017
Frisange,5767.671,4451,6585,2017
Garnich,6351.156,3921,9691,2017
Goesdorf,6351.156,3921,9691,2017
Grevenmacher,6351.156,3921,9691,2017
Grosbous,6351.156,3921,9691,2017
Heffingen,6351.156,3921,9691,2017
Hesperange,7019.36,6039,8218,2017
Hobscheid,4440.786,3743,5363,2017
Junglinster,6351.156,3921,9691,2017
Kaerjeng,6351.156,3921,9691,2017
Kayl,5270.965,4570,6273,2017
Kehlen,5827.322,4906,6570,2017
Kiischpelt,6351.156,3921,9691,2017
Koerich,6351.156,3921,9691,2017
Kopstal,6351.156,3921,9691,2017
Lac de la Haute-Sûre,6351.156,3921,9691,2017
Larochette,6351.156,3921,9691,2017
Lenningen,6351.156,3921,9691,2017
Leudelange,6351.156,3921,9691,2017
Lintgen,5620.81,4719,6456,2017
Lorentzweiler,5881.979,5039,7070,2017
Luxembourg City,8121.719,6197,10761,2017
Mamer,6491.274,5707,7688,2017
Manternach,6351.156,3921,9691,2017
Mersch,5841.251,4412,6828,2017
Mertert,6351.156,3921,9691,2017
Mertzig,6351.156,3921,9691,2017
Mompach,6351.156,3921,9691,2017
Mondercange,5917.593,5338,6934,2017
Mondorf-les-Bains,5848.665,5119,6463,2017
Niederanven,6351.156,3921,9691,2017
Nommern,6351.156,3921,9691,2017
Parc Hosingen,6351.156,3921,9691,2017
Petange,4585.255,3704,5798,2017
Preizerdaul,6351.156,3921,9691,2017
Putscheid,6351.156,3921,9691,2017
Rambrouch,6351.156,3921,9691,2017
Reckange-sur-Mess,6351.156,3921,9691,2017
Redange,4377.6,3661,6124,2017
Reisdorf,6351.156,3921,9691,2017
Remich,6351.156,3921,9691,2017
Roeser,6351.156,3921,9691,2017
Rosport,6351.156,3921,9691,2017
Rumelange,6351.156,3921,9691,2017
Saeul,6351.156,3921,9691,2017
Sandweiler,6578.296,5475,7847,2017
Sanem,5749.672,5212,6481,2017
Schengen,6351.156,3921,9691,2017
Schieren,6351.156,3921,9691,2017
Schifflange,5453.964,4678,6797,2017
Schuttrange,6351.156,3921,9691,2017
Septfontaines,6351.156,3921,9691,2017
Stadtbredimus,6351.156,3921,9691,2017
Steinfort,5691.04,5028,6456,2017
Steinsel,6351.156,3921,9691,2017
Strassen,8234.295,6654,10038,2017
Tandel,6351.156,3921,9691,2017
Troisvierges,6351.156,3921,9691,2017
Tuntange,6351.156,3921,9691,2017
Useldange,6351.156,3921,9691,2017
Vallée de l'Ernz,6351.156,3921,9691,2017
Vianden,4087.224,3263,4808,2017
Vichten,6351.156,3921,9691,2017
Wahl,6351.156,3921,9691,2017
Waldbillig,6351.156,3921,9691,2017
Waldbredimus,6351.156,3921,9691,2017
Walferdange,6351.156,3921,9691,2017
Weiler-la-Tour,6351.156,3921,9691,2017
Weiswampach,6351.156,3921,9691,2017
Wiltz,6351.156,3921,9691,2017
Wincrange,6351.156,3921,9691,2017
Winseler,6351.156,3921,9691,2017
Wormeldange,6351.156,3921,9691,2017
National Average,6351.156,3921,9691,2017
Beaufort,6331.764,3933,9894,2018
Bech,6331.764,3933,9894,2018
Beckerich,4814.598,3562,6692,2018
Berdorf,5753.235,3838,6892,2018
Bertrange,8674.669,7315,10346,2018
Bettembourg,6043.739,4783,7318,2018
Bettendorf,4814.694,4148,5385,2018
Betzdorf,6331.764,3933,9894,2018
Bissen,6331.764,3933,9894,2018
Biwer,6331.764,3933,9894,2018
Boulaide,6331.764,3933,9894,2018
Bourscheid,6331.764,3933,9894,2018
Bous,6331.764,3933,9894,2018
Clervaux,3875.116,3191,4411,2018
Colmar-Berg,6331.764,3933,9894,2018
Consdorf,6331.764,3933,9894,2018
Contern,6015.131,5687,6490,2018
Dalheim,6331.764,3933,9894,2018
Diekirch,5589.283,5010,6410,2018
Differdange,5119.859,4178,6193,2018
Dippach,6331.764,3933,9894,2018
Dudelange,5535.225,4743,6381,2018
Echternach,4898.403,4194,5497,2018
Ell,4347.651,3353,5241,2018
Erpeldange-sur-Sûre,6331.764,3933,9894,2018
Esch-sur-Alzette,5969.123,4393,7407,2018
Esch-sur-Sûre,4135.531,3236,5574,2018
Ettelbruck,5411.378,5033,6263,2018
Feulen,6331.764,3933,9894,2018
Fischbach,6331.764,3933,9894,2018
Flaxweiler,6331.764,3933,9894,2018
Frisange,6331.764,3933,9894,2018
Garnich,6331.764,3933,9894,2018
Goesdorf,6331.764,3933,9894,2018
Grevenmacher,6331.764,3933,9894,2018
Grosbous,6331.764,3933,9894,2018
Habscht,5042.861,4280,6292,2018
Heffingen,6331.764,3933,9894,2018
Helperknapp,5340.09,4334,5838,2018
Hesperange,7654.678,6560,8865,2018
Junglinster,6085.923,5461,6517,2018
Käerjeng,5725.623,4883,6798,2018
Kayl,5612.844,4060,7415,2018
Kehlen,6331.764,3933,9894,2018
Kiischpelt,6331.764,3933,9894,2018
Koerich,6331.764,3933,9894,2018
Kopstal,6331.764,3933,9894,2018
Lac de la Haute-Sûre,3952.654,3612,4216,2018
Larochette,4699.989,3348,5666,2018
Lenningen,6331.764,3933,9894,2018
Leudelange,6331.764,3933,9894,2018
Lintgen,5922.4,5216,6881,2018
Lorentzweiler,6381.013,4991,7639,2018
Luxembourg City,8846.485,6853,11321,2018
Mamer,6876.866,6125,7795,2018
Manternach,6331.764,3933,9894,2018
Mersch,6364.119,4965,7574,2018
Mertert,5832.067,3289,6789,2018
Mertzig,6331.764,3933,9894,2018
Mondercange,6119.783,5215,7172,2018
Mondorf-les-Bains,6331.764,3933,9894,2018
Niederanven,6331.764,3933,9894,2018
Nommern,6331.764,3933,9894,2018
Parc Hosingen,6331.764,3933,9894,2018
Petange,4941.946,4083,6135,2018
Preizerdaul,6331.764,3933,9894,2018
Putscheid,6331.764,3933,9894,2018
Rambrouch,6331.764,3933,9894,2018
Reckange-sur-Mess,6331.764,3933,9894,2018
Redange,6331.764,3933,9894,2018
Reisdorf,6331.764,3933,9894,2018
Remich,6331.764,3933,9894,2018
Roeser,6331.764,3933,9894,2018
Rosport-Mompach,6331.764,3933,9894,2018
Rumelange,6331.764,3933,9894,2018
Saeul,6331.764,3933,9894,2018
Sandweiler,6331.764,3933,9894,2018
Sanem,5627.642,4825,6816,2018
Schengen,5370.639,3937,6544,2018
Schieren,5821.961,5201,6877,2018
Schifflange,5477.657,4588,6662,2018
Schuttrange,6331.764,3933,9894,2018
Stadtbredimus,6331.764,3933,9894,2018
Steinfort,6080.544,5036,7346,2018
Steinsel,6602.266,5042,8586,2018
Strassen,8729.939,7474,9705,2018
Tandel,6331.764,3933,9894,2018
Troisvierges,6331.764,3933,9894,2018
Useldange,6331.764,3933,9894,2018
Vallée de l'Ernz,6331.764,3933,9894,2018
Vianden,6331.764,3933,9894,2018
Vichten,6331.764,3933,9894,2018
Wahl,6331.764,3933,9894,2018
Waldbillig,6331.764,3933,9894,2018
Waldbredimus,6331.764,3933,9894,2018
Walferdange,6613.008,5610,8296,2018
Weiler-la-Tour,6331.764,3933,9894,2018
Weiswampach,4094.959,3454,4604,2018
Wiltz,4209.685,3700,5002,2018
Wincrange,6331.764,3933,9894,2018
Winseler,6331.764,3933,9894,2018
Wormeldange,6331.764,3933,9894,2018
National Average,6331.764,3933,9894,2018
Beaufort,7144.921,4455,11429,2019
Bech,7144.921,4455,11429,2019
Beckerich,7144.921,4455,11429,2019
Berdorf,5998.852,4252,7153,2019
Bertrange,10372.7,8239,12373,2019
Bettembourg,6532.668,5254,7673,2019
Bettendorf,5273.409,4629,5797,2019
Betzdorf,7144.921,4455,11429,2019
Bissen,6564.49,4087,7959,2019
Biwer,7144.921,4455,11429,2019
Boulaide,7144.921,4455,11429,2019
Bourscheid,7144.921,4455,11429,2019
Bous,7144.921,4455,11429,2019
Clervaux,4266.756,3614,5020,2019
Colmar-Berg,5645.067,4967,6553,2019
Consdorf,7144.921,4455,11429,2019
Contern,6682.436,4564,8332,2019
Dalheim,7144.921,4455,11429,2019
Diekirch,6651.808,5750,8122,2019
Differdange,5765.934,4898,6762,2019
Dippach,7144.921,4455,11429,2019
Dudelange,6264.2,5106,7116,2019
Echternach,7144.921,4455,11429,2019
Ell,7144.921,4455,11429,2019
Erpeldange-sur-Sûre,7144.921,4455,11429,2019
Esch-sur-Alzette,6880.667,4918,8653,2019
Esch-sur-Sûre,7144.921,4455,11429,2019
Ettelbruck,6005.122,5245,7209,2019
Feulen,7144.921,4455,11429,2019
Fischbach,7144.921,4455,11429,2019
Flaxweiler,7144.921,4455,11429,2019
Frisange,7144.921,4455,11429,2019
Garnich,7144.921,4455,11429,2019
Goesdorf,7144.921,4455,11429,2019
Grevenmacher,7144.921,4455,11429,2019
Grosbous,7144.921,4455,11429,2019
Habscht,5397.44,4243,6647,2019
Heffingen,7144.921,4455,11429,2019
Helperknapp,5631.614,4502,7512,2019
Hesperange,9288.41,7127,11718,2019
Junglinster,6846.482,4540,8793,2019
Käerjeng,6130.067,4705,7330,2019
Kayl,5453.717,3945,7082,2019
Kehlen,6730.598,5179,7769,2019
Kiischpelt,7144.921,4455,11429,2019
Koerich,7144.921,4455,11429,2019
Kopstal,7495.499,5766,10436,2019
Lac de la Haute-Sûre,4159.368,3481,5003,2019
Larochette,7144.921,4455,11429,2019
Lenningen,7144.921,4455,11429,2019
Leudelange,7144.921,4455,11429,2019
Lintgen,6496.094,5197,7702,2019
Lorentzweiler,7299.852,5488,8520,2019
Luxembourg City,9565.421,7296,13071,2019
Mamer,7250.893,6367,8543,2019
Manternach,7144.921,4455,11429,2019
Mersch,6693.732,5683,8112,2019
Mertert,6112.991,5608,8263,2019
Mertzig,7144.921,4455,11429,2019
Mondercange,6802.265,5953,7879,2019
Mondorf-les-Bains,6863.08,5992,7730,2019
Niederanven,7984.797,6846,11222,2019
Nommern,7144.921,4455,11429,2019
Parc Hosingen,7144.921,4455,11429,2019
Petange,5556.013,4232,6854,2019
Preizerdaul,7144.921,4455,11429,2019
Putscheid,7144.921,4455,11429,2019
Rambrouch,7144.921,4455,11429,2019
Reckange-sur-Mess,7144.921,4455,11429,2019
Redange,4611.888,3527,5236,2019
Reisdorf,7144.921,4455,11429,2019
Remich,7144.921,4455,11429,2019
Roeser,7231.337,6440,7674,2019
Rosport-Mompach,7144.921,4455,11429,2019
Rumelange,7144.921,4455,11429,2019
Saeul,7144.921,4455,11429,2019
Sandweiler,7144.921,4455,11429,2019
Sanem,6555.673,5739,7351,2019
Schengen,7144.921,4455,11429,2019
Schieren,5860.286,4835,7349,2019
Schifflange,6548.972,5750,7189,2019
Schuttrange,7144.921,4455,11429,2019
Stadtbredimus,7144.921,4455,11429,2019
Steinfort,6349.872,5402,7050,2019
Steinsel,7144.921,4455,11429,2019
Strassen,8927.277,7869,10006,2019
Tandel,7144.921,4455,11429,2019
Troisvierges,4103.775,3446,4857,2019
Useldange,7144.921,4455,11429,2019
Vallée de l'Ernz,7144.921,4455,11429,2019
Vianden,7144.921,4455,11429,2019
Vichten,7144.921,4455,11429,2019
Wahl,7144.921,4455,11429,2019
Waldbillig,7144.921,4455,11429,2019
Waldbredimus,7144.921,4455,11429,2019
Walferdange,8542.867,6763,9503,2019
Weiler-la-Tour,7144.921,4455,11429,2019
Weiswampach,4549.379,3609,5677,2019
Wiltz,4517.939,3870,5031,2019
Wincrange,7144.921,4455,11429,2019
Winseler,7144.921,4455,11429,2019
Wormeldange,5693.948,5014,6660,2019
National Average,7144.921,4455,11429,2019
Beaufort,5067.7,3978,6831,2020
Bech,8014.137,4406,12830,2020
Beckerich,8014.137,4406,12830,2020
Berdorf,4653.24,2865,6889,2020
Bertrange,11789.56,8648,15352,2020
Bettembourg,8014.137,4406,12830,2020
Bettendorf,5745.518,5034,6253,2020
Betzdorf,8014.137,4406,12830,2020
Bissen,7555.255,6445,9645,2020
Biwer,8014.137,4406,12830,2020
Boulaide,8014.137,4406,12830,2020
Bourscheid,5479.441,4884,6169,2020
Bous,8014.137,4406,12830,2020
Clervaux,4748.297,3935,5669,2020
Colmar-Berg,8014.137,4406,12830,2020
Consdorf,8014.137,4406,12830,2020
Contern,7254.854,6454,8059,2020
Dalheim,8014.137,4406,12830,2020
Diekirch,7219.241,5702,8901,2020
Differdange,6789.276,5349,8560,2020
Dippach,8014.137,4406,12830,2020
Dudelange,7096.421,5110,9047,2020
Echternach,8014.137,4406,12830,2020
Ell,8014.137,4406,12830,2020
Erpeldange-sur-Sûre,8014.137,4406,12830,2020
Esch-sur-Alzette,7174.428,6332,8281,2020
Esch-sur-Sûre,8014.137,4406,12830,2020
Ettelbruck,7262.643,5456,8885,2020
Feulen,8014.137,4406,12830,2020
Fischbach,8014.137,4406,12830,2020
Flaxweiler,8014.137,4406,12830,2020
Frisange,8014.137,4406,12830,2020
Garnich,8014.137,4406,12830,2020
Goesdorf,8014.137,4406,12830,2020
Grevenmacher,8014.137,4406,12830,2020
Grosbous,8014.137,4406,12830,2020
Habscht,6442.289,4075,7426,2020
Heffingen,8014.137,4406,12830,2020
Helperknapp,5928.154,4189,7041,2020
Hesperange,9436.338,7690,11374,2020
Junglinster,7510.385,5903,9226,2020
Käerjeng,7060.758,5764,9127,2020
Kayl,7013.544,5887,8291,2020
Kehlen,8014.137,4406,12830,2020
Kiischpelt,8014.137,4406,12830,2020
Koerich,8014.137,4406,12830,2020
Kopstal,9590.241,7084,11076,2020
Lac de la Haute-Sûre,8014.137,4406,12830,2020
Larochette,8014.137,4406,12830,2020
Lenningen,8014.137,4406,12830,2020
Leudelange,8014.137,4406,12830,2020
Lintgen,8565.338,5495,11006,2020
Lorentzweiler,8183.931,7139,8857,2020
Luxembourg City,11468.78,8535,14217,2020
Mamer,8165.216,6981,9451,2020
Manternach,8014.137,4406,12830,2020
Mersch,8014.137,4406,12830,2020
Mertert,6243.54,5193,8204,2020
Mertzig,8014.137,4406,12830,2020
Mondercange,7419.811,4745,9245,2020
Mondorf-les-Bains,9109.481,6360,11239,2020
Niederanven,8668.021,6642,13729,2020
Nommern,8014.137,4406,12830,2020
Parc Hosingen,8014.137,4406,12830,2020
Petange,5841.589,4394,7124,2020
Preizerdaul,5184.871,4155,6881,2020
Putscheid,8014.137,4406,12830,2020
Rambrouch,8014.137,4406,12830,2020
Reckange-sur-Mess,8014.137,4406,12830,2020
Redange,8014.137,4406,12830,2020
Reisdorf,8014.137,4406,12830,2020
Remich,9040.15,8339,10089,2020
Roeser,8726.466,7222,9880,2020
Rosport-Mompach,8014.137,4406,12830,2020
Rumelange,8014.137,4406,12830,2020
Saeul,8014.137,4406,12830,2020
Sandweiler,8014.137,4406,12830,2020
Sanem,7029.289,5849,8384,2020
Schengen,8014.137,4406,12830,2020
Schieren,6000.86,4636,6726,2020
Schifflange,8014.137,4406,12830,2020
Schuttrange,8014.137,4406,12830,2020
Stadtbredimus,8014.137,4406,12830,2020
Steinfort,7154.644,6350,7654,2020
Steinsel,8656.368,7088,9490,2020
Strassen,9771.091,8173,12654,2020
Tandel,8014.137,4406,12830,2020
Troisvierges,8014.137,4406,12830,2020
Useldange,5597.8,3611,6589,2020
Vallée de l'Ernz,8014.137,4406,12830,2020
Vianden,8014.137,4406,12830,2020
Vichten,8014.137,4406,12830,2020
Wahl,8014.137,4406,12830,2020
Waldbillig,8014.137,4406,12830,2020
Waldbredimus,8014.137,4406,12830,2020
Walferdange,10297.04,8393,12624,2020
Weiler-la-Tour,8014.137,4406,12830,2020
Weiswampach,4676.454,3623,5868,2020
Wiltz,4387.193,3753,5009,2020
Wincrange,8014.137,4406,12830,2020
Winseler,8014.137,4406,12830,2020
Wormeldange,7283.857,5934,8671,2020
National Average,8014.137,4406,12830,2020
Beaufort,5110.479,3978,6831,2021
Bech,8328.162,4462,13398,2021
Beckerich,8328.162,4462,13398,2021
Berdorf,8328.162,4462,13398,2021
Bertrange,12508.21,6567,15490,2021
Bettembourg,8328.162,4462,13398,2021
Bettendorf,5928.688,4386,6364,2021
Betzdorf,8328.162,4462,13398,2021
Bissen,7438.165,6699,9645,2021
Biwer,8328.162,4462,13398,2021
Boulaide,8328.162,4462,13398,2021
Bourscheid,5188.875,4329,6169,2021
Bous,8328.162,4462,13398,2021
Clervaux,4903.056,4046,5669,2021
Colmar-Berg,8328.162,4462,13398,2021
Consdorf,8328.162,4462,13398,2021
Contern,8328.162,4462,13398,2021
Dalheim,8328.162,4462,13398,2021
Diekirch,7047.645,5856,8723,2021
Differdange,7223.409,5813,8802,2021
Dippach,8328.162,4462,13398,2021
Dudelange,7579.097,5883,9171,2021
Echternach,8328.162,4462,13398,2021
Ell,8328.162,4462,13398,2021
Erpeldange-sur-Sûre,8328.162,4462,13398,2021
Esch-sur-Alzette,7101.214,5345,8058,2021
Esch-sur-Sûre,8328.162,4462,13398,2021
Ettelbruck,7872.833,6409,8903,2021
Feulen,8328.162,4462,13398,2021
Fischbach,8328.162,4462,13398,2021
Flaxweiler,8328.162,4462,13398,2021
Frisange,7004.12,5152,8676,2021
Garnich,8328.162,4462,13398,2021
Goesdorf,8328.162,4462,13398,2021
Grevenmacher,8328.162,4462,13398,2021
Grosbous,8328.162,4462,13398,2021
Habscht,8328.162,4462,13398,2021
Heffingen,8328.162,4462,13398,2021
Helperknapp,6458.125,5459,6985,2021
Hesperange,9987.847,7660,12000,2021
Junglinster,7897.061,5903,9636,2021
Käerjeng,8328.162,4462,13398,2021
Kayl,7080.117,5475,9210,2021
Kehlen,8328.162,4462,13398,2021
Kiischpelt,8328.162,4462,13398,2021
Koerich,8328.162,4462,13398,2021
Kopstal,9956.929,8806,10850,2021
Lac de la Haute-Sûre,4470.737,3974,5019,2021
Larochette,8328.162,4462,13398,2021
Lenningen,8328.162,4462,13398,2021
Leudelange,8328.162,4462,13398,2021
Lintgen,8542.827,6524,11006,2021
Lorentzweiler,8535.747,7981,9973,2021
Luxembourg City,12043.98,9006,16489,2021
Mamer,8525.211,7037,9590,2021
Manternach,8328.162,4462,13398,2021
Mersch,8182.034,6314,10059,2021
Mertert,6346.823,5189,8481,2021
Mertzig,8328.162,4462,13398,2021
Mondercange,7716.722,4813,9245,2021
Mondorf-les-Bains,9285.071,6553,11239,2021
Niederanven,8328.162,4462,13398,2021
Nommern,8328.162,4462,13398,2021
Parc Hosingen,8328.162,4462,13398,2021
Petange,6413.226,4698,8853,2021
Preizerdaul,8328.162,4462,13398,2021
Putscheid,8328.162,4462,13398,2021
Rambrouch,6346.311,4002,7186,2021
Reckange-sur-Mess,8328.162,4462,13398,2021
Redange,8328.162,4462,13398,2021
Reisdorf,8328.162,4462,13398,2021
Remich,9416.114,5997,10999,2021
Roeser,8728.359,8307,9892,2021
Rosport-Mompach,8328.162,4462,13398,2021
Rumelange,8328.162,4462,13398,2021
Saeul,8328.162,4462,13398,2021
Sandweiler,8923.151,6761,11120,2021
Sanem,7543.572,5813,8652,2021
Schengen,8328.162,4462,13398,2021
Schieren,8328.162,4462,13398,2021
Schifflange,8328.162,4462,13398,2021
Schuttrange,8328.162,4462,13398,2021
Stadtbredimus,8328.162,4462,13398,2021
Steinfort,7645.255,6381,8678,2021
Steinsel,8948.008,7925,10067,2021
Strassen,10181.37,7285,14385,2021
Tandel,8328.162,4462,13398,2021
Troisvierges,8328.162,4462,13398,2021
Useldange,5597.8,3611,6589,2021
Vallée de l'Ernz,8328.162,4462,13398,2021
Vianden,8328.162,4462,13398,2021
Vichten,8328.162,4462,13398,2021
