Commune,Number of sales,Average registered price per squared meter in Euros,MinPriceSM,MaxPriceSM,ARPsm_VEPA,MinPriceSM_VEPA,MaxPriceSM_VEPA,Year
Steinsel,15,5279.141,3381,7342,6050.853,3852,8995,2016
Strassen,56,6417.054,4462,7961,7690.357,6698,8804,2016
Tandel,6,4795.104,2952,7641,6050.853,3852,8995,2016
Troisvierges,3,4795.104,2952,7641,6050.853,3852,8995,2016
Tuntange,4,4795.104,2952,7641,6050.853,3852,8995,2016
Useldange,4,4795.104,2952,7641,6050.853,3852,8995,2016
Vall? de l'Ernz,11,3523.471,2128,4884,6050.853,3852,8995,2016
Vianden,5,4795.104,2952,7641,6050.853,3852,8995,2016
Vichten,2,4795.104,2952,7641,6050.853,3852,8995,2016
Wahl,1,4795.104,2952,7641,6050.853,3852,8995,2016
Waldbillig,3,4795.104,2952,7641,6050.853,3852,8995,2016
Waldbredimus,1,4795.104,2952,7641,6050.853,3852,8995,2016
Walferdange,44,5248.831,4123,6858,6050.853,3852,8995,2016
Weiler-la-Tour,6,4795.104,2952,7641,6050.853,3852,8995,2016
Weiswampach,8,4795.104,2952,7641,4037.083,3532,4646,2016
Wiltz,19,3144.391,1854,4477,4171.099,3778,4718,2016
Wincrange,3,4795.104,2952,7641,6050.853,3852,8995,2016
Winseler,9,4795.104,2952,7641,6050.853,3852,8995,2016
Wormeldange,12,3733.189,2602,5094,6050.853,3852,8995,2016
Beaufort,4,5102.931,3032,8096,6351.156,3921,9691,2017
Bech,0,5102.931,3032,8096,6351.156,3921,9691,2017
Beckerich,6,5102.931,3032,8096,4241.446,2695,5582,2017
Berdorf,8,5102.931,3032,8096,6351.156,3921,9691,2017
Bertrange,35,6500.847,4031,9600,7756.172,6405,9317,2017
Bettembourg,57,5047.437,3813,6587,5557.087,4005,6590,2017
Bettendorf,4,5102.931,3032,8096,6351.156,3921,9691,2017
Betzdorf,7,5102.931,3032,8096,6351.156,3921,9691,2017
Bissen,17,4338.599,2962,5675,6351.156,3921,9691,2017
Biwer,2,5102.931,3032,8096,6351.156,3921,9691,2017
Boevange-sur-Attert,6,5102.931,3032,8096,4651.555,3304,5946,2017
Boulaide,3,5102.931,3032,8096,6351.156,3921,9691,2017
Bourscheid,6,5102.931,3032,8096,6351.156,3921,9691,2017
Bous,9,5102.931,3032,8096,6351.156,3921,9691,2017
Clervaux,18,3567.86,2784,4610,3804.116,2963,4800,2017
Colmar-Berg,16,4526.117,3330,5641,6351.156,3921,9691,2017
Consdorf,5,5102.931,3032,8096,4759.209,4193,5280,2017
Contern,16,5659.474,4726,7561,6351.156,3921,9691,2017
Dalheim,7,5102.931,3032,8096,6351.156,3921,9691,2017
Diekirch,45,4614.083,3234,6086,5865.133,5320,6418,2017
Differdange,242,4265.998,2993,5512,4867.549,4224,5602,2017
Dippach,18,4897.931,3621,6513,5657.15,4829,6589,2017
Dudelange,151,4333.493,3018,5669,5291.549,4570,6341,2017
Echternach,40,4079.682,2463,4991,6351.156,3921,9691,2017
Ell,6,5102.931,3032,8096,4726.94,3036,5548,2017
Erpeldange,12,4207.625,2642,5420,6351.156,3921,9691,2017
Esch-sur-Alzette,321,4298.295,2710,5985,5345.714,4243,6579,2017
Esch-sur-S?e,11,3324.541,2541,3933,4170.041,3174,5439,2017
Ettelbruck,69,4294.743,3226,5644,5412.908,4451,6135,2017
Feulen,8,5102.931,3032,8096,6351.156,3921,9691,2017
Fischbach,4,5102.931,3032,8096,6351.156,3921,9691,2017
Flaxweiler,1,5102.931,3032,8096,6351.156,3921,9691,2017
Frisange,43,5138.245,3630,6681,5767.671,4451,6585,2017
Garnich,0,5102.931,3032,8096,6351.156,3921,9691,2017
Goesdorf,5,5102.931,3032,8096,6351.156,3921,9691,2017
Grevenmacher,31,4508.611,3501,5815,6351.156,3921,9691,2017
Grosbous,6,5102.931,3032,8096,6351.156,3921,9691,2017
Heffingen,4,5102.931,3032,8096,6351.156,3921,9691,2017
Hesperange,135,5792.701,4123,7139,7019.36,6039,8218,2017
Hobscheid,19,4276.944,2195,4910,4440.786,3743,5363,2017
Junglinster,21,5269.818,3983,6527,6351.156,3921,9691,2017
Kaerjeng,60,4322.124,2858,5474,6351.156,3921,9691,2017
Kayl,90,4608.412,2740,5933,5270.965,4570,6273,2017
Kehlen,20,4414.18,2754,5673,5827.322,4906,6570,2017
Kiischpelt,1,5102.931,3032,8096,6351.156,3921,9691,2017
Koerich,0,5102.931,3032,8096,6351.156,3921,9691,2017
Kopstal,7,5102.931,3032,8096,6351.156,3921,9691,2017
Lac de la Haute-S?e,2,5102.931,3032,8096,6351.156,3921,9691,2017
Larochette,15,3807.627,2362,4593,6351.156,3921,9691,2017
Lenningen,8,5102.931,3032,8096,6351.156,3921,9691,2017
Leudelange,16,6097.307,4569,7585,6351.156,3921,9691,2017
Lintgen,17,4900.887,3406,6202,5620.81,4719,6456,2017
Lorentzweiler,23,5042.964,2464,6332,5881.979,5039,7070,2017
Luxembourg City,660,7074.265,4636,9635,8121.719,6197,10761,2017
Mamer,40,5715.779,3921,6793,6491.274,5707,7688,2017
Manternach,2,5102.931,3032,8096,6351.156,3921,9691,2017
Mersch,68,4809.692,3495,6234,5841.251,4412,6828,2017
Mertert,28,4300.843,2989,5498,6351.156,3921,9691,2017
Mertzig,3,5102.931,3032,8096,6351.156,3921,9691,2017
Mompach,0,5102.931,3032,8096,6351.156,3921,9691,2017
Mondercange,37,4624.191,3482,5722,5917.593,5338,6934,2017
Mondorf-les-Bains,58,4778.425,3435,5997,5848.665,5119,6463,2017
Niederanven,10,6341.091,4678,9292,6351.156,3921,9691,2017
Nommern,6,5102.931,3032,8096,6351.156,3921,9691,2017
Parc Hosingen,11,3312.529,2524,4069,6351.156,3921,9691,2017
Petange,161,4140.083,2826,5417,4585.255,3704,5798,2017
Preizerdaul,2,5102.931,3032,8096,6351.156,3921,9691,2017
Putscheid,6,5102.931,3032,8096,6351.156,3921,9691,2017
Rambrouch,3,5102.931,3032,8096,6351.156,3921,9691,2017
Reckange-sur-Mess,17,4442.598,2459,5420,6351.156,3921,9691,2017
Redange,8,5102.931,3032,8096,4377.6,3661,6124,2017
Reisdorf,5,5102.931,3032,8096,6351.156,3921,9691,2017
Remich,36,4410.228,2815,6417,6351.156,3921,9691,2017
Roeser,58,5459.41,4336,7096,6351.156,3921,9691,2017
Rosport,4,5102.931,3032,8096,6351.156,3921,9691,2017
Rumelange,41,4002.229,2255,5464,6351.156,3921,9691,2017
Saeul,5,5102.931,3032,8096,6351.156,3921,9691,2017
Sandweiler,28,5920.732,4336,7298,6578.296,5475,7847,2017
Sanem,103,4651.014,3303,6124,5749.672,5212,6481,2017
Schengen,24,4597.21,3437,5646,6351.156,3921,9691,2017
Schieren,11,4788.753,3704,5303,6351.156,3921,9691,2017
Schifflange,82,4693.706,3081,6342,5453.964,4678,6797,2017
Schuttrange,8,5102.931,3032,8096,6351.156,3921,9691,2017
Septfontaines,24,4365.74,3408,5650,6351.156,3921,9691,2017
Stadtbredimus,10,4515.269,3414,6374,6351.156,3921,9691,2017
Steinfort,24,4678.769,3993,5860,5691.04,5028,6456,2017
Steinsel,16,5745.579,4598,7696,6351.156,3921,9691,2017
Strassen,79,6820.979,5056,8686,8234.295,6654,10038,2017
Tandel,2,5102.931,3032,8096,6351.156,3921,9691,2017
Troisvierges,2,5102.931,3032,8096,6351.156,3921,9691,2017
Tuntange,11,4681.857,4065,5249,6351.156,3921,9691,2017
Useldange,9,5102.931,3032,8096,6351.156,3921,9691,2017
Vall? de l'Ernz,6,5102.931,3032,8096,6351.156,3921,9691,2017
Vianden,4,5102.931,3032,8096,4087.224,3263,4808,2017
Vichten,2,5102.931,3032,8096,6351.156,3921,9691,2017
Wahl,0,5102.931,3032,8096,6351.156,3921,9691,2017
Waldbillig,2,5102.931,3032,8096,6351.156,3921,9691,2017
Waldbredimus,0,5102.931,3032,8096,6351.156,3921,9691,2017
Walferdange,47,5707.024,4394,7256,6351.156,3921,9691,2017
Weiler-la-Tour,6,5102.931,3032,8096,6351.156,3921,9691,2017
Weiswampach,17,3593.456,2340,6232,6351.156,3921,9691,2017
Wiltz,31,3386.271,2040,6075,6351.156,3921,9691,2017
Wincrange,10,3311.776,2512,4442,6351.156,3921,9691,2017
Winseler,5,5102.931,3032,8096,6351.156,3921,9691,2017
Wormeldange,9,5102.931,3032,8096,6351.156,3921,9691,2017
Beaufort,7,5576.048,3203,9210,6331.764,3933,9894,2018
Bech,2,5576.048,3203,9210,6331.764,3933,9894,2018
Beckerich,12,4425.813,3307,6015,4814.598,3562,6692,2018
Berdorf,2,5576.048,3203,9210,5753.235,3838,6892,2018
Bertrange,44,7478.94,5436,10381,8674.669,7315,10346,2018
Bettembourg,59,5154.922,3798,6609,6043.739,4783,7318,2018
Bettendorf,5,5576.048,3203,9210,4814.694,4148,5385,2018
Betzdorf,6,5576.048,3203,9210,6331.764,3933,9894,2018
Bissen,12,4804.897,3086,5822,6331.764,3933,9894,2018
Biwer,1,5576.048,3203,9210,6331.764,3933,9894,2018
Boulaide,5,5576.048,3203,9210,6331.764,3933,9894,2018
Bourscheid,1,5576.048,3203,9210,6331.764,3933,9894,2018
Bous,5,5576.048,3203,9210,6331.764,3933,9894,2018
Clervaux,31,3703.225,3003,4775,3875.116,3191,4411,2018
Colmar-Berg,27,4534.066,3716,5470,6331.764,3933,9894,2018
Consdorf,0,5576.048,3203,9210,6331.764,3933,9894,2018
Contern,14,5807.372,4974,7429,6015.131,5687,6490,2018
Dalheim,9,5576.048,3203,9210,6331.764,3933,9894,2018
Diekirch,33,4695.884,3373,6209,5589.283,5010,6410,2018
Differdange,292,4608.201,3106,5911,5119.859,4178,6193,2018
Dippach,22,5130.902,4270,5925,6331.764,3933,9894,2018
Dudelange,155,4726.373,3070,6617,5535.225,4743,6381,2018
Echternach,19,4605.043,3202,6383,4898.403,4194,5497,2018
Ell,8,5576.048,3203,9210,4347.651,3353,5241,2018
Erpeldange-sur-S?e,7,5576.048,3203,9210,6331.764,3933,9894,2018
Esch-sur-Alzette,343,4639.077,3089,6221,5969.123,4393,7407,2018
Esch-sur-S?e,8,5576.048,3203,9210,4135.531,3236,5574,2018
Ettelbruck,55,4618.387,2971,6598,5411.378,5033,6263,2018
Feulen,3,5576.048,3203,9210,6331.764,3933,9894,2018
Fischbach,3,5576.048,3203,9210,6331.764,3933,9894,2018
Flaxweiler,0,5576.048,3203,9210,6331.764,3933,9894,2018
Frisange,36,5358.449,3650,6923,6331.764,3933,9894,2018
Garnich,3,5576.048,3203,9210,6331.764,3933,9894,2018
Goesdorf,7,5576.048,3203,9210,6331.764,3933,9894,2018
Grevenmacher,37,4843.007,3856,6049,6331.764,3933,9894,2018
Grosbous,4,5576.048,3203,9210,6331.764,3933,9894,2018
Habscht,38,4573.041,3303,5835,5042.861,4280,6292,2018
Heffingen,2,5576.048,3203,9210,6331.764,3933,9894,2018
Helperknapp,16,4484.244,2800,5342,5340.09,4334,5838,2018
Hesperange,109,6474.283,4866,8338,7654.678,6560,8865,2018
Junglinster,33,5827.396,4821,6994,6085.923,5461,6517,2018
K?rjeng,51,4793.77,3396,6258,5725.623,4883,6798,2018
Kayl,85,5018.03,3631,6415,5612.844,4060,7415,2018
Kehlen,23,5437.076,3154,6966,6331.764,3933,9894,2018
Kiischpelt,2,5576.048,3203,9210,6331.764,3933,9894,2018
Koerich,4,5576.048,3203,9210,6331.764,3933,9894,2018
Kopstal,9,5576.048,3203,9210,6331.764,3933,9894,2018
Lac de la Haute-S?e,3,5576.048,3203,9210,3952.654,3612,4216,2018
Larochette,10,4006.61,3041,4835,4699.989,3348,5666,2018
Lenningen,4,5576.048,3203,9210,6331.764,3933,9894,2018
Leudelange,30,6662.367,4972,8114,6331.764,3933,9894,2018
Lintgen,16,4736.072,2378,7699,5922.4,5216,6881,2018
Lorentzweiler,17,6025.886,3442,7345,6381.013,4991,7639,2018
Luxembourg City,667,8099.065,5465,11173,8846.485,6853,11321,2018
Mamer,39,5704.181,3953,7364,6876.866,6125,7795,2018
Manternach,1,5576.048,3203,9210,6331.764,3933,9894,2018
Mersch,51,5331.087,3399,6862,6364.119,4965,7574,2018
Mertert,22,4506.939,3117,5650,5832.067,3289,6789,2018
Mertzig,6,5576.048,3203,9210,6331.764,3933,9894,2018
Mondercange,37,4911.838,3617,6225,6119.783,5215,7172,2018
Mondorf-les-Bains,52,5504.732,4017,7147,6331.764,3933,9894,2018
Niederanven,8,5576.048,3203,9210,6331.764,3933,9894,2018
Nommern,0,5576.048,3203,9210,6331.764,3933,9894,2018
Parc Hosingen,10,3790.807,2684,5270,6331.764,3933,9894,2018
Petange,166,4606.169,3269,5982,4941.946,4083,6135,2018
Preizerdaul,2,5576.048,3203,9210,6331.764,3933,9894,2018
Putscheid,1,5576.048,3203,9210,6331.764,3933,9894,2018
Rambrouch,10,3343.177,2264,4509,6331.764,3933,9894,2018
Reckange-sur-Mess,8,5576.048,3203,9210,6331.764,3933,9894,2018
Redange,11,4601.3,3337,5968,6331.764,3933,9894,2018
Reisdorf,2,5576.048,3203,9210,6331.764,3933,9894,2018
Remich,35,4521.653,2805,6510,6331.764,3933,9894,2018
Roeser,51,6020.082,4869,7887,6331.764,3933,9894,2018
Rosport-Mompach,4,5576.048,3203,9210,6331.764,3933,9894,2018
Rumelange,22,4238.411,2750,5285,6331.764,3933,9894,2018
Saeul,6,5576.048,3203,9210,6331.764,3933,9894,2018
Sandweiler,17,6233.378,4047,8172,6331.764,3933,9894,2018
Sanem,113,4787.675,3425,6100,5627.642,4825,6816,2018
Schengen,29,4453.324,3087,5446,5370.639,3937,6544,2018
Schieren,3,5576.048,3203,9210,5821.961,5201,6877,2018
Schifflange,86,5380.191,4016,6846,5477.657,4588,6662,2018
Schuttrange,13,5800.971,4269,7454,6331.764,3933,9894,2018
Stadtbredimus,14,4877.59,3399,6510,6331.764,3933,9894,2018
Steinfort,25,4880.639,3459,6064,6080.544,5036,7346,2018
Steinsel,22,5939.89,4676,7643,6602.266,5042,8586,2018
Strassen,54,7367.333,5107,9749,8729.939,7474,9705,2018
Tandel,9,5576.048,3203,9210,6331.764,3933,9894,2018
Troisvierges,6,5576.048,3203,9210,6331.764,3933,9894,2018
Useldange,3,5576.048,3203,9210,6331.764,3933,9894,2018
Vall? de l'Ernz,10,4146.455,2638,5068,6331.764,3933,9894,2018
Vianden,5,5576.048,3203,9210,6331.764,3933,9894,2018
Vichten,7,5576.048,3203,9210,6331.764,3933,9894,2018
Wahl,0,5576.048,3203,9210,6331.764,3933,9894,2018
Waldbillig,4,5576.048,3203,9210,6331.764,3933,9894,2018
Waldbredimus,3,5576.048,3203,9210,6331.764,3933,9894,2018
Walferdange,47,6362.115,4141,8325,6613.008,5610,8296,2018
Weiler-la-Tour,4,5576.048,3203,9210,6331.764,3933,9894,2018
Weiswampach,21,4265.552,2639,5608,4094.959,3454,4604,2018
Wiltz,52,3503.493,2578,5384,4209.685,3700,5002,2018
Wincrange,8,5576.048,3203,9210,6331.764,3933,9894,2018
Winseler,7,5576.048,3203,9210,6331.764,3933,9894,2018
Wormeldange,11,4120.396,3136,4943,6331.764,3933,9894,2018
Beaufort,4,6057.491,3482,10224,7144.921,4455,11429,2019
Bech,0,6057.491,3482,10224,7144.921,4455,11429,2019
Beckerich,7,6057.491,3482,10224,7144.921,4455,11429,2019
Berdorf,7,6057.491,3482,10224,5998.852,4252,7153,2019
Bertrange,30,8534.381,6059,12519,10372.7,8239,12373,2019
Bettembourg,40,5993.624,4536,7667,6532.668,5254,7673,2019
Bettendorf,9,6057.491,3482,10224,5273.409,4629,5797,2019
Betzdorf,7,6057.491,3482,10224,7144.921,4455,11429,2019
Bissen,15,5131.815,2229,7762,6564.49,4087,7959,2019
Biwer,2,6057.491,3482,10224,7144.921,4455,11429,2019
Boulaide,3,6057.491,3482,10224,7144.921,4455,11429,2019
Bourscheid,8,6057.491,3482,10224,7144.921,4455,11429,2019
Bous,9,6057.491,3482,10224,7144.921,4455,11429,2019
Clervaux,29,3750.946,2414,4909,4266.756,3614,5020,2019
Colmar-Berg,23,5080.127,4077,6298,5645.067,4967,6553,2019
Consdorf,4,6057.491,3482,10224,7144.921,4455,11429,2019
Contern,8,6057.491,3482,10224,6682.436,4564,8332,2019
Dalheim,4,6057.491,3482,10224,7144.921,4455,11429,2019
Diekirch,34,5077.94,2792,6969,6651.808,5750,8122,2019
Differdange,302,4955.395,3383,6385,5765.934,4898,6762,2019
Dippach,19,5692.636,3975,7653,7144.921,4455,11429,2019
Dudelange,134,5301.83,3799,6966,6264.2,5106,7116,2019
Echternach,31,4709.595,3430,5714,7144.921,4455,11429,2019
Ell,5,6057.491,3482,10224,7144.921,4455,11429,2019
Erpeldange-sur-S?e,9,6057.491,3482,10224,7144.921,4455,11429,2019
Esch-sur-Alzette,273,5111.066,3204,7072,6880.667,4918,8653,2019
Esch-sur-S?e,5,6057.491,3482,10224,7144.921,4455,11429,2019
Ettelbruck,51,5126.396,3547,6318,6005.122,5245,7209,2019
Feulen,1,6057.491,3482,10224,7144.921,4455,11429,2019
Fischbach,3,6057.491,3482,10224,7144.921,4455,11429,2019
Flaxweiler,1,6057.491,3482,10224,7144.921,4455,11429,2019
Frisange,29,5606.809,4090,7764,7144.921,4455,11429,2019
Garnich,0,6057.491,3482,10224,7144.921,4455,11429,2019
Goesdorf,4,6057.491,3482,10224,7144.921,4455,11429,2019
Grevenmacher,34,5112.565,2996,6737,7144.921,4455,11429,2019
Grosbous,6,6057.491,3482,10224,7144.921,4455,11429,2019
Habscht,22,4566.196,2805,6130,5397.44,4243,6647,2019
Heffingen,9,6057.491,3482,10224,7144.921,4455,11429,2019
Helperknapp,8,6057.491,3482,10224,5631.614,4502,7512,2019
Hesperange,100,7529.675,5597,10075,9288.41,7127,11718,2019
Junglinster,18,5919.748,3876,7894,6846.482,4540,8793,2019
K?rjeng,40,5202.5,3645,6514,6130.067,4705,7330,2019
Kayl,85,5669.298,3964,7328,5453.717,3945,7082,2019
Kehlen,11,6502.957,4847,7362,6730.598,5179,7769,2019
Kiischpelt,1,6057.491,3482,10224,7144.921,4455,11429,2019
Koerich,4,6057.491,3482,10224,7144.921,4455,11429,2019
Kopstal,9,6057.491,3482,10224,7495.499,5766,10436,2019
Lac de la Haute-S?e,6,6057.491,3482,10224,4159.368,3481,5003,2019
Larochette,9,6057.491,3482,10224,7144.921,4455,11429,2019
Lenningen,3,6057.491,3482,10224,7144.921,4455,11429,2019
Leudelange,10,7444.546,5398,10581,7144.921,4455,11429,2019
Lintgen,20,5385.33,3541,6756,6496.094,5197,7702,2019
Lorentzweiler,15,6573.653,4871,8154,7299.852,5488,8520,2019
Luxembourg City,544,9028.888,6111,12528,9565.421,7296,13071,2019
Mamer,29,6360.426,3697,7801,7250.893,6367,8543,2019
Manternach,0,6057.491,3482,10224,7144.921,4455,11429,2019
Mersch,42,5391.43,3648,7648,6693.732,5683,8112,2019
Mertert,24,5054.051,4476,5847,6112.991,5608,8263,2019
Mertzig,4,6057.491,3482,10224,7144.921,4455,11429,2019
Mondercange,38,5627.777,3828,7429,6802.265,5953,7879,2019
Mondorf-les-Bains,46,5799.292,4301,7270,6863.08,5992,7730,2019
Niederanven,4,6057.491,3482,10224,7984.797,6846,11222,2019
Nommern,1,6057.491,3482,10224,7144.921,4455,11429,2019
Parc Hosingen,17,3734.793,2252,5487,7144.921,4455,11429,2019
Petange,158,4968.367,3424,6523,5556.013,4232,6854,2019
Preizerdaul,0,6057.491,3482,10224,7144.921,4455,11429,2019
Putscheid,0,6057.491,3482,10224,7144.921,4455,11429,2019
Rambrouch,6,6057.491,3482,10224,7144.921,4455,11429,2019
Reckange-sur-Mess,9,6057.491,3482,10224,7144.921,4455,11429,2019
Redange,6,6057.491,3482,10224,4611.888,3527,5236,2019
Reisdorf,2,6057.491,3482,10224,7144.921,4455,11429,2019
Remich,38,4988.758,2967,7526,7144.921,4455,11429,2019
Roeser,50,6254.064,5006,7740,7231.337,6440,7674,2019
Rosport-Mompach,3,6057.491,3482,10224,7144.921,4455,11429,2019
Rumelange,40,4821.418,3342,6847,7144.921,4455,11429,2019
Saeul,7,6057.491,3482,10224,7144.921,4455,11429,2019
Sandweiler,18,6697.787,4498,8144,7144.921,4455,11429,2019
Sanem,87,5190.53,3969,6645,6555.673,5739,7351,2019
Schengen,31,4913.149,2341,7395,7144.921,4455,11429,2019
Schieren,7,6057.491,3482,10224,5860.286,4835,7349,2019
Schifflange,95,5884.693,3967,7748,6548.972,5750,7189,2019
Schuttrange,9,6057.491,3482,10224,7144.921,4455,11429,2019
Stadtbredimus,15,4868.965,3541,6797,7144.921,4455,11429,2019
Steinfort,13,5164.225,3502,6099,6349.872,5402,7050,2019
Steinsel,10,6497.457,3854,8956,7144.921,4455,11429,2019
Strassen,51,8374.249,5674,12720,8927.277,7869,10006,2019
Tandel,8,6057.491,3482,10224,7144.921,4455,11429,2019
Troisvierges,5,6057.491,3482,10224,4103.775,3446,4857,2019
Useldange,5,6057.491,3482,10224,7144.921,4455,11429,2019
Vall? de l'Ernz,8,6057.491,3482,10224,7144.921,4455,11429,2019
Vianden,4,6057.491,3482,10224,7144.921,4455,11429,2019
Vichten,1,6057.491,3482,10224,7144.921,4455,11429,2019
Wahl,2,6057.491,3482,10224,7144.921,4455,11429,2019
Waldbillig,1,6057.491,3482,10224,7144.921,4455,11429,2019
Waldbredimus,1,6057.491,3482,10224,7144.921,4455,11429,2019
Walferdange,43,6733.753,5190,7707,8542.867,6763,9503,2019
Weiler-la-Tour,12,6358.872,4922,11586,7144.921,4455,11429,2019
Weiswampach,20,4308.856,3123,6893,4549.379,3609,5677,2019
Wiltz,38,3943.857,2559,5433,4517.939,3870,5031,2019
Wincrange,3,6057.491,3482,10224,7144.921,4455,11429,2019
Winseler,7,6057.491,3482,10224,7144.921,4455,11429,2019
Wormeldange,13,5201.641,3246,8498,5693.948,5014,6660,2019
Beaufort,0,7013.651,3936,11386,5067.7,3978,6831,2020
Bech,1,7013.651,3936,11386,8014.137,4406,12830,2020
Beckerich,6,7013.651,3936,11386,8014.137,4406,12830,2020
Berdorf,12,5109.805,3125,8048,4653.24,2865,6889,2020
Bertrange,53,10087.75,5854,13850,11789.56,8648,15352,2020
Bettembourg,39,6962.498,4733,9119,8014.137,4406,12830,2020
Bettendorf,12,5178.926,3409,6774,5745.518,5034,6253,2020
Betzdorf,3,7013.651,3936,11386,8014.137,4406,12830,2020
Bissen,21,6149.693,4323,8489,7555.255,6445,9645,2020
Biwer,0,7013.651,3936,11386,8014.137,4406,12830,2020
Boulaide,1,7013.651,3936,11386,8014.137,4406,12830,2020
Bourscheid,6,7013.651,3936,11386,5479.441,4884,6169,2020
Bous,5,7013.651,3936,11386,8014.137,4406,12830,2020
Clervaux,27,4351.606,3028,5680,4748.297,3935,5669,2020
Colmar-Berg,16,5460.977,3975,7895,8014.137,4406,12830,2020
Consdorf,3,7013.651,3936,11386,8014.137,4406,12830,2020
Contern,8,7013.651,3936,11386,7254.854,6454,8059,2020
Dalheim,2,7013.651,3936,11386,8014.137,4406,12830,2020
Diekirch,39,6083.052,3596,8219,7219.241,5702,8901,2020
Differdange,258,5998.667,3758,8002,6789.276,5349,8560,2020
Dippach,10,6997.619,4941,8239,8014.137,4406,12830,2020
Dudelange,142,6467.795,4316,8777,7096.421,5110,9047,2020
Echternach,28,5344.43,3936,6974,8014.137,4406,12830,2020
Ell,5,7013.651,3936,11386,8014.137,4406,12830,2020
Erpeldange-sur-S?e,9,7013.651,3936,11386,8014.137,4406,12830,2020
Esch-sur-Alzette,290,6021.245,3964,8126,7174.428,6332,8281,2020
Esch-sur-S?e,11,5021.589,2819,6935,8014.137,4406,12830,2020
Ettelbruck,42,5507.034,3885,7420,7262.643,5456,8885,2020
Feulen,2,7013.651,3936,11386,8014.137,4406,12830,2020
Fischbach,3,7013.651,3936,11386,8014.137,4406,12830,2020
Flaxweiler,0,7013.651,3936,11386,8014.137,4406,12830,2020
Frisange,28,6595.078,4550,8346,8014.137,4406,12830,2020
Garnich,1,7013.651,3936,11386,8014.137,4406,12830,2020
Goesdorf,7,7013.651,3936,11386,8014.137,4406,12830,2020
Grevenmacher,21,5473.559,4185,6700,8014.137,4406,12830,2020
Grosbous,8,7013.651,3936,11386,8014.137,4406,12830,2020
Habscht,26,5862.458,4237,8651,6442.289,4075,7426,2020
Heffingen,6,7013.651,3936,11386,8014.137,4406,12830,2020
Helperknapp,17,5971.514,3626,9087,5928.154,4189,7041,2020
Hesperange,95,8437.13,5185,10688,9436.338,7690,11374,2020
Junglinster,17,7131.358,4823,9155,7510.385,5903,9226,2020
K?rjeng,36,6373.17,4566,8797,7060.758,5764,9127,2020
Kayl,92,6599.31,4452,8556,7013.544,5887,8291,2020
Kehlen,13,7059.869,4763,9306,8014.137,4406,12830,2020
Kiischpelt,1,7013.651,3936,11386,8014.137,4406,12830,2020
Koerich,5,7013.651,3936,11386,8014.137,4406,12830,2020
Kopstal,17,8606.176,5395,12743,9590.241,7084,11076,2020
Lac de la Haute-S?e,1,7013.651,3936,11386,8014.137,4406,12830,2020
Larochette,12,5439.491,4197,6918,8014.137,4406,12830,2020
Lenningen,8,7013.651,3936,11386,8014.137,4406,12830,2020
Leudelange,10,7410.144,6864,8045,8014.137,4406,12830,2020
Lintgen,16,6329.684,2779,8385,8565.338,5495,11006,2020
Lorentzweiler,17,7951.777,4718,9795,8183.931,7139,8857,2020
Luxembourg City,465,10263.31,7165,13508,11468.78,8535,14217,2020
Mamer,29,7200.017,4405,9709,8165.216,6981,9451,2020
Manternach,1,7013.651,3936,11386,8014.137,4406,12830,2020
Mersch,52,6355.496,3977,8487,8014.137,4406,12830,2020
Mertert,22,5574.484,3786,6815,6243.54,5193,8204,2020
Mertzig,6,7013.651,3936,11386,8014.137,4406,12830,2020
Mondercange,33,6641.473,3770,8960,7419.811,4745,9245,2020
Mondorf-les-Bains,40,6618.351,4181,8833,9109.481,6360,11239,2020
Niederanven,4,7013.651,3936,11386,8668.021,6642,13729,2020
Nommern,1,7013.651,3936,11386,8014.137,4406,12830,2020
Parc Hosingen,7,7013.651,3936,11386,8014.137,4406,12830,2020
Petange,168,5862.33,3914,7480,5841.589,4394,7124,2020
Preizerdaul,3,7013.651,3936,11386,5184.871,4155,6881,2020
Putscheid,1,7013.651,3936,11386,8014.137,4406,12830,2020
Rambrouch,7,7013.651,3936,11386,8014.137,4406,12830,2020
Reckange-sur-Mess,5,7013.651,3936,11386,8014.137,4406,12830,2020
Redange,4,7013.651,3936,11386,8014.137,4406,12830,2020
Reisdorf,4,7013.651,3936,11386,8014.137,4406,12830,2020
Remich,38,6173.364,3670,8346,9040.15,8339,10089,2020
Roeser,46,7563.608,5785,8886,8726.466,7222,9880,2020
Rosport-Mompach,4,7013.651,3936,11386,8014.137,4406,12830,2020
Rumelange,31,5612.728,3882,8179,8014.137,4406,12830,2020
Saeul,4,7013.651,3936,11386,8014.137,4406,12830,2020
Sandweiler,22,7509.731,5661,9003,8014.137,4406,12830,2020
Sanem,101,6184.894,3921,8214,7029.289,5849,8384,2020
Schengen,29,5799.017,3965,7885,8014.137,4406,12830,2020
Schieren,8,7013.651,3936,11386,6000.86,4636,6726,2020
Schifflange,110,7321.271,4947,9592,8014.137,4406,12830,2020
Schuttrange,12,7412.579,4602,8980,8014.137,4406,12830,2020
Stadtbredimus,16,5737.508,2780,8678,8014.137,4406,12830,2020
Steinfort,15,6792.917,5048,9533,7154.644,6350,7654,2020
Steinsel,24,7477.813,5131,9165,8656.368,7088,9490,2020
Strassen,60,9682.671,6186,12134,9771.091,8173,12654,2020
Tandel,9,7013.651,3936,11386,8014.137,4406,12830,2020
